Ort;Plz;Bundesland
Kletkamp;24327;Schlewig-Holstein
Klettbach;99102;Thüringen
Klettgau;79771;Baden-Württemberg
Klettstedt;99955;Thüringen
Klettwitz;1998;Brandenburg
Kletzen-Zschölkau;4519;Sachsen
Kletzin;17111;Mecklenburg-Vorpommern
Kletzin;23966;Mecklenburg-Vorpommern
Kletzke;19336;Brandenburg
Kleve;25554;Schlewig-Holstein
Kleve;25779;Schlewig-Holstein
Kleve;47533;Nordrhein-Westfalen
Kleverhof;17179;Mecklenburg-Vorpommern
Kliding;56825;Rheinland-Pfalz
Klieken;6869;Sachsen-Anhalt
Kliestow;14959;Brandenburg
Klietz;39524;Sachsen-Anhalt
Klingelbach;56368;Rheinland-Pfalz
Klingenberg;1738;Sachsen
Klingenberg;63911;Bayern
Klingenmühlhöfle;73642;Baden-Württemberg
Klingenmünster;76889;Rheinland-Pfalz
Klingenthal;8248;Sachsen
Klings;36452;Thüringen
Klink;17192;Mecklenburg-Vorpommern
Klinke;39599;Sachsen-Anhalt
Klinken;19374;Mecklenburg-Vorpommern
Klinkow;17291;Brandenburg
Klinkrade;23898;Schlewig-Holstein
Klipphausen;1665;Sachsen
Klippmühle;34513;Hessen
Klitsche;39307;Sachsen-Anhalt
Klitten;2906;Sachsen
Klitzschen;4860;Sachsen
Klixbüll;25899;Schlewig-Holstein
Klobikau;6246;Sachsen-Anhalt
Klockow;17219;Mecklenburg-Vorpommern
Klockow;19357;Brandenburg
Klocksin;17194;Mecklenburg-Vorpommern
Kloddram;19260;Mecklenburg-Vorpommern
Klöden;6917;Sachsen-Anhalt
Kloschwitz;6198;Sachsen-Anhalt
Klossa;6928;Sachsen-Anhalt
Kloster;18565;Mecklenburg-Vorpommern
Kloster Neuendorf;39638;Sachsen-Anhalt
Kloster Schäftlarn;82067;Bayern
Kloster St Ludwig;97509;Bayern
Kloster Veßra;98660;Thüringen
Kloster Zinna;14913;Brandenburg
Klosterberg;54492;Rheinland-Pfalz
Klosterbrücke;16248;Brandenburg
Klosterdorf;15345;Brandenburg
Klosterfelde;16348;Brandenburg
Klosterhäseler;6647;Sachsen-Anhalt
Klosterheide;16835;Brandenburg
Klosterkumbd;55469;Rheinland-Pfalz
Klosterlechfeld;86836;Bayern
Klostermansfeld;6308;Sachsen-Anhalt
Klosterwalde;17268;Brandenburg
Klotten;56818;Rheinland-Pfalz
Klötze;38486;Sachsen-Anhalt
Klüden;39638;Sachsen-Anhalt
Kludenbach;55481;Rheinland-Pfalz
Kluis;18569;Mecklenburg-Vorpommern
Kluse;26892;Niedersachsen
Klüß;19357;Mecklenburg-Vorpommern
Klüssendorf;23972;Mecklenburg-Vorpommern
Klüsserath;54340;Rheinland-Pfalz
Klütz;23948;Mecklenburg-Vorpommern
Knapendorf;6246;Sachsen-Anhalt
Knappenfeld Gem Surberg;83364;Bayern
Knappensee-Groß Särchen;2999;Sachsen
Knappensee-Koblenz;2999;Sachsen
Knappensee-Wartha;2999;Sachsen
Knau;7389;Thüringen
Kneese;19205;Mecklenburg-Vorpommern
Knegendorf;18276;Mecklenburg-Vorpommern
Kneispermühle;66917;Rheinland-Pfalz
Kneitlingen;38170;Niedersachsen
Knetzgau;97478;Bayern
Kniepenberg;24398;Schlewig-Holstein
Knittelsheim;76879;Rheinland-Pfalz
Knittlingen;75438;Baden-Württemberg
Knoblauch;14715;Brandenburg
Knochenmühle;76855;Rheinland-Pfalz
Knoppermühle;66917;Rheinland-Pfalz
Knopp-Labach;66917;Rheinland-Pfalz
Knöringen;76833;Rheinland-Pfalz
Knorrendorf;17091;Mecklenburg-Vorpommern
Knorrenhof;19348;Brandenburg
Knüllwald;34593;Hessen
Knyphauserwald;26409;Niedersachsen
Kobbeln;15890;Brandenburg
Koberg;23881;Schlewig-Holstein
Kobern-Gondorf;56330;Rheinland-Pfalz
Koblentz;17309;Mecklenburg-Vorpommern
Koblenz;56068;Rheinland-Pfalz
Koblenz;56070;Rheinland-Pfalz
Koblenz;56072;Rheinland-Pfalz
Koblenz;56073;Rheinland-Pfalz
Koblenz;56075;Rheinland-Pfalz
Koblenz;56076;Rheinland-Pfalz
Koblenz;56077;Rheinland-Pfalz
Kobrow;19406;Mecklenburg-Vorpommern
Kochel;82431;Bayern
Köchelstorf;19217;Mecklenburg-Vorpommern
Köck;83739;Bayern
Köckte;39649;Sachsen-Anhalt
Ködderitzsch;99518;Thüringen
Kodersdorf;2923;Sachsen
Köditz;95189;Bayern
Köditzberg;7426;Thüringen
Ködnitz;95361;Bayern
Köfeln;7557;Thüringen
Köfering;93096;Bayern
Kogel;17213;Mecklenburg-Vorpommern
Kogel;19246;Mecklenburg-Vorpommern
Kogel;83714;Bayern
Kohlbacher Hof;64395;Hessen
Kohlberg;72664;Baden-Württemberg
Kohlberg;92702;Bayern
Köhlen;27624;Niedersachsen
Kohlhof;14715;Brandenburg
Kohlmühle;96358;Bayern
Kohlsdorf;15848;Brandenburg
Köhn;24257;Schlewig-Holstein
Köhnerbrücke;24257;Schlewig-Holstein
Kohren-Sahlis;4655;Sachsen
Koitzsch;1936;Sachsen
Kolbenmühle;67806;Rheinland-Pfalz
Kolberg;15752;Brandenburg
Kolbermoor;83059;Bayern
Kolbermoor;83059;Bayern
Kolbingen;78600;Baden-Württemberg
Kölbingen;56459;Rheinland-Pfalz
Koldenbüttel;25840;Schlewig-Holstein
Koldenhof;17237;Mecklenburg-Vorpommern
Kolitzheim;97509;Bayern
Kolka;4643;Sachsen
Kolkerheide;25862;Schlewig-Holstein
Kolkwitz;3099;Brandenburg
Kölleda;99625;Thüringen
Kölleshof;73349;Baden-Württemberg
Kollig;56751;Rheinland-Pfalz
Kollmar;25377;Schlewig-Holstein
Kollmoor;25524;Schlewig-Holstein
Kollnburg;94262;Bayern
Kölln-Reisiek;25337;Schlewig-Holstein
Kollow;21527;Schlewig-Holstein
Kollow Kurheim;21493;Schlewig-Holstein
Kollweiler;66879;Rheinland-Pfalz
Kolmberg;83739;Bayern
Köln;50667;Nordrhein-Westfalen
Köln;50668;Nordrhein-Westfalen
Köln;50670;Nordrhein-Westfalen
Köln;50672;Nordrhein-Westfalen
Köln;50674;Nordrhein-Westfalen
Köln;50676;Nordrhein-Westfalen
Köln;50677;Nordrhein-Westfalen
Köln;50678;Nordrhein-Westfalen
Köln;50679;Nordrhein-Westfalen
Köln;50733;Nordrhein-Westfalen
Köln;50735;Nordrhein-Westfalen
Köln;50737;Nordrhein-Westfalen
Köln;50739;Nordrhein-Westfalen
Köln;50765;Nordrhein-Westfalen
Köln;50767;Nordrhein-Westfalen
Köln;50769;Nordrhein-Westfalen
Köln;50823;Nordrhein-Westfalen
Köln;50825;Nordrhein-Westfalen
Köln;50827;Nordrhein-Westfalen
Köln;50829;Nordrhein-Westfalen
Köln;50858;Nordrhein-Westfalen
Köln;50859;Nordrhein-Westfalen
Köln;50931;Nordrhein-Westfalen
Köln;50933;Nordrhein-Westfalen
Köln;50935;Nordrhein-Westfalen
Köln;50937;Nordrhein-Westfalen
Köln;50939;Nordrhein-Westfalen
Köln;50968;Nordrhein-Westfalen
Köln;50969;Nordrhein-Westfalen
Köln;50996;Nordrhein-Westfalen
Köln;50997;Nordrhein-Westfalen
Köln;50999;Nordrhein-Westfalen
Köln;51061;Nordrhein-Westfalen
Köln;51063;Nordrhein-Westfalen
Köln;51065;Nordrhein-Westfalen
Köln;51067;Nordrhein-Westfalen
Köln;51069;Nordrhein-Westfalen
Köln;51103;Nordrhein-Westfalen
Köln;51105;Nordrhein-Westfalen
Köln;51107;Nordrhein-Westfalen
Köln;51109;Nordrhein-Westfalen
Köln;51143;Nordrhein-Westfalen
Köln;51145;Nordrhein-Westfalen
Köln;51147;Nordrhein-Westfalen
Köln;51149;Nordrhein-Westfalen
Köln;51467;Nordrhein-Westfalen
Kölnische Höfe;56767;Rheinland-Pfalz
Kolochau;4936;Brandenburg
Kolpin;15518;Brandenburg
Kolrep;16866;Brandenburg
Kölsa;4895;Brandenburg
Koltzschen;9326;Sachsen
Kolverath;56767;Rheinland-Pfalz
Kölzin;17506;Mecklenburg-Vorpommern
Kölzin;19246;Mecklenburg-Vorpommern
Kommen;54472;Rheinland-Pfalz
Komptendorf;3058;Brandenburg
Konau;19273;Niedersachsen
Könderitz;6712;Sachsen-Anhalt
Köngen;73257;Baden-Württemberg
Köngernheim;55278;Rheinland-Pfalz
Königerode;6493;Sachsen-Anhalt
Königheim;97953;Baden-Württemberg
Königreich;66851;Rheinland-Pfalz
Königs Wusterhausen;15711;Brandenburg
Königsau;55606;Rheinland-Pfalz
Königsbach-Stein;75203;Baden-Württemberg
Königsberg;16909;Brandenburg
Königsberg;97486;Bayern
Königsborn;39175;Sachsen-Anhalt
Königsbronn;89551;Baden-Württemberg
Königsbrück;1936;Sachsen
Königsbrunn;86343;Bayern
Königsdorf;82549;Bayern
Königsee;7426;Thüringen
Königseggwald;88376;Baden-Württemberg
Königsfeld;9306;Sachsen
Königsfeld;53426;Rheinland-Pfalz
Königsfeld;78126;Baden-Württemberg
Königsfeld;96167;Bayern
Königshain;2829;Sachsen
Königshain-Wiederau;9306;Sachsen
Königsheim;78598;Baden-Württemberg
Königshof;16269;Brandenburg
Königshorst;16833;Brandenburg
Königshügel;24799;Schlewig-Holstein
Königshütte;14715;Brandenburg
Königshütte;38875;Sachsen-Anhalt
Königslutter;38154;Niedersachsen
Königsmark;39606;Sachsen-Anhalt
Königsmoor;21255;Niedersachsen
Königsmoos;86669;Bayern
Königstein;1824;Sachsen
Königstein;61462;Hessen
Königstein;92281;Bayern
Königswalde;8412;Sachsen
Königswalde;9471;Sachsen
Königswartha;2699;Sachsen
Königswill;24837;Schlewig-Holstein
Königswinter;53639;Nordrhein-Westfalen
Könitz;7336;Thüringen
Konken;66871;Rheinland-Pfalz
Könkendorf;16928;Brandenburg
Könnern;6420;Sachsen-Anhalt
Konnersreuth;95692;Bayern
Könnigde;39629;Sachsen-Anhalt
Konow;18239;Mecklenburg-Vorpommern
Konradsmühle;66917;Rheinland-Pfalz
Konradsreuth;95176;Bayern
Konstanz;78462;Baden-Württemberg
Konstanz;78464;Baden-Württemberg
Konstanz;78465;Baden-Württemberg
Konstanz;78467;Baden-Württemberg
Konz;54329;Rheinland-Pfalz
Konzell;94357;Bayern
Köpernitz;14793;Brandenburg
Köpfelsberg;83329;Bayern
Kopitzsch;7819;Thüringen
Kopp;54574;Rheinland-Pfalz
Koppatz;3058;Brandenburg
Köppelmühle;85570;Bayern
Koppenbrück;16845;Brandenburg
Koppenkreut;73577;Baden-Württemberg
Korb;71404;Baden-Württemberg
Körba;4936;Brandenburg
Korbach;34497;Hessen
Körbelitz;39175;Sachsen-Anhalt
Korbetha;6258;Sachsen-Anhalt
Körbitz;14913;Brandenburg
Körborn;66871;Rheinland-Pfalz
Korbußen;7554;Thüringen
Körchow;18230;Mecklenburg-Vorpommern
Körchow;19243;Mecklenburg-Vorpommern
Kordel;54306;Rheinland-Pfalz
Kördorf;56370;Rheinland-Pfalz
Korgau;6905;Sachsen-Anhalt
Körle;34327;Hessen
Korleput;18299;Mecklenburg-Vorpommern
Korlingen;54317;Rheinland-Pfalz
Kornbach;8539;Sachsen
Körner;99998;Thüringen
Korntal-Münchingen;70825;Baden-Württemberg
Kornwestheim;70806;Baden-Württemberg
Körperich;54675;Rheinland-Pfalz
Korschenbroich;41352;Nordrhein-Westfalen
Korswandt;17419;Mecklenburg-Vorpommern
Korweiler;56288;Rheinland-Pfalz
Körzin;14547;Brandenburg
Kösching;85092;Bayern
Köschinger Waldhaus;85092;Bayern
Kosel;2923;Sachsen
Kosel;24354;Schlewig-Holstein
Köselitz;6869;Sachsen-Anhalt
Koserow;17459;Mecklenburg-Vorpommern
Köshof;73642;Baden-Württemberg
Kosilenzien;4931;Brandenburg
Kösnitz;99510;Thüringen
Kospoda;7806;Thüringen
Kossa;4849;Sachsen
Kossau;7422;Thüringen
Koßdorf;4895;Brandenburg
Kossebau;39606;Sachsen-Anhalt
Kossenblatt;15848;Brandenburg
Kossin;14913;Brandenburg
Kößlarn;94149;Bayern
Koßwig;3226;Brandenburg
Kostebrau;1979;Brandenburg
Kotelow;17099;Mecklenburg-Vorpommern
Köthel Kr Hzgt Lauenburg;22929;Schlewig-Holstein
Köthel Kr Stormarn;22929;Schlewig-Holstein
Köthen;6366;Sachsen-Anhalt
Kötschau;99441;Thüringen
Kötschlitz;6254;Sachsen-Anhalt
Kottenborn;53518;Rheinland-Pfalz
Kottenbornermühle;53518;Rheinland-Pfalz
Kottenheim;56736;Rheinland-Pfalz
Kötterichen;56767;Rheinland-Pfalz
Kottgeisering;82288;Bayern
Kottweiler-Schwanden;66879;Rheinland-Pfalz
Köttwitzsch;9306;Sachsen
Kötz;89359;Bayern
Kotzen;14715;Brandenburg
Kotzenbüll;25832;Schlewig-Holstein
Kötzlin;16866;Brandenburg
Kötzschau;6231;Sachsen-Anhalt
Kötzting;93444;Bayern
Köwerich;54340;Rheinland-Pfalz
Koxhausen;54673;Rheinland-Pfalz
Kraak;19077;Mecklenburg-Vorpommern
Kraam;57635;Rheinland-Pfalz
Kraatz;17291;Brandenburg
Kraatz-Buberow;16775;Brandenburg
Krachtsheide;15864;Brandenburg
Krackow;17329;Mecklenburg-Vorpommern
Kradenbach;54552;Rheinland-Pfalz
Kraftisried;87647;Bayern
Kraftsdorf;7586;Thüringen
Kragelund;24407;Schlewig-Holstein
Krähenberg;66894;Rheinland-Pfalz
Krahne;14778;Brandenburg
Krahnepuhl;14798;Brandenburg
Kraiburg;84559;Bayern
Kraichtal;76703;Baden-Württemberg
Krailling;82152;Bayern
Krainwinkl;83364;Bayern
Kraja;99752;Thüringen
Krakow;18292;Mecklenburg-Vorpommern
Krambergsmühle;57644;Rheinland-Pfalz
Kramerhof;18445;Mecklenburg-Vorpommern
Krampfer;19348;Brandenburg
Krampnitz;14476;Brandenburg
Kranenburg;21726;Niedersachsen
Kranenburg;47559;Nordrhein-Westfalen
Kranepuhl;14806;Brandenburg
Krangen;16827;Brandenburg
Kranichborn;99195;Thüringen
Kranichfeld;99448;Thüringen
Krankenthal;67466;Rheinland-Pfalz
Kranlucken;36419;Thüringen
Kranzbach;82493;Bayern
Kranzberg;85402;Bayern
Kränzlin;16818;Brandenburg
Krassow;23992;Mecklenburg-Vorpommern
Krastel;56288;Rheinland-Pfalz
Kratzeburg;17237;Mecklenburg-Vorpommern
Kratzenburg;56283;Rheinland-Pfalz
Kratzerhöfle;73072;Baden-Württemberg
Kratzerhöfle;73072;Baden-Württemberg
Krauchenwies;72505;Baden-Württemberg
Kraupa;4910;Brandenburg
Krauschütz;1561;Sachsen
Krauschwitz;2957;Sachsen
Krauschwitz;6682;Sachsen-Anhalt
Krausnick;15910;Brandenburg
Kraußnitz;1561;Sachsen
Krautenberg;87724;Bayern
Krauthausen;99819;Thüringen
Krautheim;74238;Baden-Württemberg
Krautheim;99439;Thüringen
Krautscheid;54673;Rheinland-Pfalz
Kreba-Neudorf;2906;Sachsen
Krebeck;37434;Niedersachsen
Kreblitz;15926;Brandenburg
Krebsbach Talsperre;7973;Thüringen
Krefeld;47798;Nordrhein-Westfalen
Krefeld;47799;Nordrhein-Westfalen
Krefeld;47800;Nordrhein-Westfalen
Krefeld;47802;Nordrhein-Westfalen
Krefeld;47803;Nordrhein-Westfalen
Krefeld;47804;Nordrhein-Westfalen
Krefeld;47805;Nordrhein-Westfalen
Krefeld;47807;Nordrhein-Westfalen
Krefeld;47809;Nordrhein-Westfalen
Krefeld;47829;Nordrhein-Westfalen
Krefeld;47839;Nordrhein-Westfalen
Kreien;19386;Mecklenburg-Vorpommern
Kreiensen;37547;Niedersachsen
Kreimbach-Kaulbach;67757;Rheinland-Pfalz
Kreischa;1731;Sachsen
Kreißa;1623;Sachsen
Krelau;25878;Schlewig-Holstein
Krelinger Bruch;29693;Niedersachsen
Krembz;19205;Mecklenburg-Vorpommern
Kremkau;39624;Sachsen-Anhalt
Kremmen;16766;Brandenburg
Kremmin;19300;Mecklenburg-Vorpommern
Krempdorf;25376;Schlewig-Holstein
Krempe;25361;Schlewig-Holstein
Krempel;25774;Schlewig-Holstein
Krempendorf;16945;Brandenburg
Kremperheide;25569;Schlewig-Holstein
Krempermoor;25569;Schlewig-Holstein
Krempin;18233;Mecklenburg-Vorpommern
Krems II;23827;Schlewig-Holstein
Krenzliner Hütte;19288;Mecklenburg-Vorpommern
Kreßberg;74594;Baden-Württemberg
Kressbronn;88079;Baden-Württemberg
Krettenhof;73116;Baden-Württemberg
Krettenhof;73116;Baden-Württemberg
Kretz;56630;Rheinland-Pfalz
Kretzhaus;53560;Rheinland-Pfalz
Kretzschau;6712;Sachsen-Anhalt
Kreut;82439;Bayern
Kreuth;83708;Bayern
Kreuzau;52372;Nordrhein-Westfalen
Kreuzbruch;16559;Brandenburg
Kreuzburg;19348;Brandenburg
Kreuzebra;37351;Thüringen
Kreuzhof;67806;Rheinland-Pfalz
Kreuzpullach;82041;Bayern
Kreuzquelle;61209;Hessen
Kreuztal;57223;Nordrhein-Westfalen
Kreuzwertheim;97892;Bayern
Krevese;39606;Sachsen-Anhalt
Krewelin;16775;Brandenburg
Kreypau;6231;Sachsen-Anhalt
Kribbe;19357;Brandenburg
Krickenbach;67706;Rheinland-Pfalz
Kriebitzsch;4617;Thüringen
Kriebstein;9648;Sachsen
Kriegsfeld;67819;Rheinland-Pfalz
Kriele;14715;Brandenburg
Krielow;14550;Brandenburg
Krien;17391;Mecklenburg-Vorpommern
Kriesow;17091;Mecklenburg-Vorpommern
Kriftel;65830;Hessen
Krina;6774;Sachsen-Anhalt
Krinitz;19294;Mecklenburg-Vorpommern
Krippendorf;7751;Thüringen
Krippendorf;7751;Thüringen
Kritzenast;93449;Bayern
Kritzmow;18198;Mecklenburg-Vorpommern
Kritzow;19065;Mecklenburg-Vorpommern
Kritzow;19386;Mecklenburg-Vorpommern
Kritzow;23970;Mecklenburg-Vorpommern
Kröbeln;4924;Brandenburg
Krogaspe;24644;Schlewig-Holstein
Krohnhorst;17268;Brandenburg
Krokau;24217;Schlewig-Holstein
Krölpa;7387;Thüringen
Krombach;37308;Thüringen
Krombach;63829;Bayern
Kromsdorf;99441;Thüringen
Kronach;96317;Bayern
Kronau;76709;Baden-Württemberg
Kronberg;61476;Hessen
Kronberg;83546;Bayern
Kronburg;87758;Bayern
Kröning;84178;Bayern
Kronprinzenkoog;25709;Schlewig-Holstein
Kronsgaard;24395;Schlewig-Holstein
Kronshagen;24119;Schlewig-Holstein
Kronsmoor;25597;Schlewig-Holstein
Kronweiler;55767;Rheinland-Pfalz
Kröpelin;18236;Mecklenburg-Vorpommern
Kropp;24848;Schlewig-Holstein
Kroppach;57612;Rheinland-Pfalz
Kröppelshagen-Fahrendorf;21529;Schlewig-Holstein
Kroppen;1945;Brandenburg
Kröppen;66957;Rheinland-Pfalz
Kroppenstedt;39397;Sachsen-Anhalt
Kropstädt;6895;Sachsen-Anhalt
Krosigk;6193;Sachsen-Anhalt
Kröslin;17440;Mecklenburg-Vorpommern
Krostitz;4509;Sachsen
Krottelbach;66909;Rheinland-Pfalz
Krottorf;39387;Sachsen-Anhalt
Kröv;54536;Rheinland-Pfalz
Kruchten;54675;Rheinland-Pfalz
Krücklham;83559;Bayern
Kruckow;17129;Mecklenburg-Vorpommern
Krüden;39615;Sachsen-Anhalt
Kruft;56642;Rheinland-Pfalz
Krugau;15913;Brandenburg
Kruge;16259;Brandenburg
Krügersdorf;15848;Brandenburg
Krugland;18246;Mecklenburg-Vorpommern
Krugsdorf;17309;Mecklenburg-Vorpommern
Krukow;17217;Mecklenburg-Vorpommern
Krukow;21483;Schlewig-Holstein
Krumbach;86381;Bayern
Krumhermersdorf;9434;Sachsen
Krummbek;24217;Schlewig-Holstein
Krümmel;56244;Rheinland-Pfalz
Krummenau;55483;Rheinland-Pfalz
Krummendeich;21732;Niedersachsen
Krummendiek;25554;Schlewig-Holstein
Krummennaab;92703;Bayern
Krummensee;15711;Brandenburg
Krummensee;16356;Brandenburg
Krummesse;23628;Schlewig-Holstein
Krummesse;23628;Schlewig-Holstein
Krummhörn;26736;Niedersachsen
Krummin;17440;Mecklenburg-Vorpommern
Krummland;24357;Schlewig-Holstein
Krummwisch;24796;Schlewig-Holstein
Krumpa;6242;Sachsen-Anhalt
Krumscheid;53547;Rheinland-Pfalz
Krumstedt;25727;Schlewig-Holstein
Krün;82494;Bayern
Krunkel;56593;Rheinland-Pfalz
Krusendorf;19273;Niedersachsen
Krusenfelde;17391;Mecklenburg-Vorpommern
Krusenhagen;23974;Mecklenburg-Vorpommern
Krüssau;39291;Sachsen-Anhalt
Krüzen;21483;Schlewig-Holstein
Kublank;17349;Mecklenburg-Vorpommern
Kubschütz;2627;Sachsen
Kuchelmiß;18292;Mecklenburg-Vorpommern
Kuchen;73329;Baden-Württemberg
Kuckeland;4668;Sachsen
Kuckenburg;6268;Sachsen-Anhalt
Kückenshagen;18317;Mecklenburg-Vorpommern
Kuckuck;16928;Brandenburg
Kuddewörde;22958;Schlewig-Holstein
Kuden;25712;Schlewig-Holstein
Kudensee;25572;Schlewig-Holstein
Küdow;16845;Brandenburg
Kuhardt;76773;Rheinland-Pfalz
Kühbach;86556;Bayern
Kuhberg;19322;Brandenburg
Kuhbier;16928;Brandenburg
Kuhblank;19322;Brandenburg
Kühdorf;7980;Thüringen
Kuhfelde;29416;Sachsen-Anhalt
Kuhhorst;16818;Brandenburg
Kuhlen;19412;Mecklenburg-Vorpommern
Kuhlenbusch;18317;Mecklenburg-Vorpommern
Kuhlenfeld;19258;Mecklenburg-Vorpommern
Kühlenstein;23948;Mecklenburg-Vorpommern
Kühlenthal;86707;Bayern
Kühler Morgen;7356;Thüringen
Kuhlhausen;39524;Sachsen-Anhalt
Kuhlhorst;49459;Niedersachsen
Kuhlowitz;14806;Brandenburg
Kuhlrade;19217;Mecklenburg-Vorpommern
Kühlungsborn;18225;Mecklenburg-Vorpommern
Kühndorf;98547;Thüringen
Kühnhaide;9496;Sachsen
Kühnhausen;99189;Thüringen
Kühnhausen;99189;Thüringen
Kuhnhöfen;56244;Rheinland-Pfalz
Kühnitzsch;4808;Sachsen
Kühren;24211;Schlewig-Holstein
Kühren-Burkartshain;4808;Sachsen
Kührstedt;27624;Niedersachsen
Kuhs;18276;Mecklenburg-Vorpommern
Kuhsdorf;16928;Brandenburg
Kühsen;23898;Schlewig-Holstein
Kuhstorf;19230;Mecklenburg-Vorpommern
Kuhwalk;19386;Mecklenburg-Vorpommern
Kükels;23829;Schlewig-Holstein
Kulkwitz;4420;Sachsen
Kulkwitz;4420;Sachsen
Küllstedt;37359;Thüringen
Kulmain;95508;Bayern
Kulmbach;95326;Bayern
Kulpin;23911;Schlewig-Holstein
Külsheim;97900;Baden-Württemberg
Külz;55471;Rheinland-Pfalz
Kümbdchen;55471;Rheinland-Pfalz
Kumhausen;84036;Bayern
Kummer;19288;Mecklenburg-Vorpommern
Kummerfeld;25495;Schlewig-Holstein
Kümmernitz;39539;Sachsen-Anhalt
Kummerow;16306;Brandenburg
Kummerow;17139;Mecklenburg-Vorpommern
Kummerow;18442;Mecklenburg-Vorpommern
Kümmersbruck;92245;Bayern
Kummersdorf;15859;Brandenburg
Kummersdorf Gut;15838;Brandenburg
Kummersdorf-Alexanderdorf;15806;Brandenburg
Kümmritz;15938;Brandenburg
Kumpfmühle;82282;Bayern
Kundert;57629;Rheinland-Pfalz
Kunersdorf;15848;Brandenburg
Kunitz;7751;Thüringen
Kunitz;7751;Thüringen
Kunow;16306;Brandenburg
Kunow;16866;Brandenburg
Kunrau;38486;Sachsen-Anhalt
Kunreuth;91358;Bayern
Künzell;36093;Hessen
Künzelsau;74653;Baden-Württemberg
Künzing;94550;Bayern
Kupferberg;95362;Bayern
Kupferzell;74635;Baden-Württemberg
Kuppenheim;76456;Baden-Württemberg
Kuppentin;19386;Mecklenburg-Vorpommern
Küps;96328;Bayern
Kürnach;97273;Bayern
Kürnbach;75057;Baden-Württemberg
Kurort Berggießhübel;1819;Sachsen
Kurort Hartha;1737;Sachsen
Kurort Jonsdorf;2796;Sachsen
Kurort Oberwiesenthal;9484;Sachsen
Kurort Oybin;2797;Sachsen
Kurort Rathen;1824;Sachsen
Kurort Seiffen;9548;Sachsen
Kurort Volkersdorf;1468;Sachsen
Kürten;51515;Nordrhein-Westfalen
Kurtscheid;56581;Rheinland-Pfalz
Kurtschlag;16792;Brandenburg
Kurzen Trechow;18246;Mecklenburg-Vorpommern
Kurzlipsdorf;14913;Brandenburg
Kuschkow;15910;Brandenburg
Kusel;66869;Rheinland-Pfalz
Küsel;39291;Sachsen-Anhalt
Kusey;38486;Sachsen-Anhalt
Küssaberg;79790;Baden-Württemberg
Kussow;23948;Mecklenburg-Vorpommern
Küsten;29482;Niedersachsen
Kusterdingen;72127;Baden-Württemberg
Küstrin-Kietz;15328;Brandenburg
Kutenholz;27449;Niedersachsen
Kütten;6193;Sachsen-Anhalt
Kutzenhausen;86500;Bayern
Kützin;19243;Mecklenburg-Vorpommern
Kützkow;14798;Brandenburg
Kutzleben;99955;Thüringen
Kyllburg;54655;Rheinland-Pfalz
Kyllburgweiler;54655;Rheinland-Pfalz
Kyritz;16866;Brandenburg
Laaber;93164;Bayern
Laage;18299;Mecklenburg-Vorpommern
Laake;19273;Niedersachsen
Laar;49824;Niedersachsen
Laasdorf;7646;Thüringen
Laase;18249;Mecklenburg-Vorpommern
Laasen;7330;Thüringen
Laaslich;19348;Brandenburg
Laasow;3205;Brandenburg
Laasow;15913;Brandenburg
Laatzen;30880;Niedersachsen
Laave;19273;Niedersachsen
Labenz;23898;Schlewig-Holstein
Laberweinting;84082;Bayern
Laboe;24235;Schlewig-Holstein
Labrun;6922;Sachsen-Anhalt
Lachen;87760;Bayern
Lachendorf;29331;Niedersachsen
Lachnitzmühle;56170;Rheinland-Pfalz
Lachstedt;99518;Thüringen
Lacken;83552;Bayern
Ladbergen;49549;Nordrhein-Westfalen
Ladeburg;16321;Brandenburg
Ladeburg;39279;Sachsen-Anhalt
Ladelund;25926;Schlewig-Holstein
Ladenburg;68526;Baden-Württemberg
Ladenthin;17329;Mecklenburg-Vorpommern
Laer;48366;Nordrhein-Westfalen
Lage;32791;Nordrhein-Westfalen
Lage;49828;Niedersachsen
Lagendorf;29413;Sachsen-Anhalt
Lägerdorf;25566;Schlewig-Holstein
Lähden;49774;Niedersachsen
Lahn;49757;Niedersachsen
Lahnau;35633;Hessen
Lahnstein;56112;Rheinland-Pfalz
Lahntal;35094;Hessen
Lahr;54675;Rheinland-Pfalz
Lahr;56288;Rheinland-Pfalz
Lahr;77933;Baden-Württemberg
Lahstedt;31246;Niedersachsen
Laichingen;89150;Baden-Württemberg
Lalendorf;18279;Mecklenburg-Vorpommern
Lalling;94551;Bayern
Lam;93462;Bayern
Lambertsberg;54649;Rheinland-Pfalz
Lambertskreuz;67468;Rheinland-Pfalz
Lambrecht;67466;Rheinland-Pfalz
Lambrechtshagen;18069;Mecklenburg-Vorpommern
Lambsborn;66894;Rheinland-Pfalz
Lambsheim;67245;Rheinland-Pfalz
Lamerdingen;86862;Bayern
Lammershagen;24238;Schlewig-Holstein
Lampaden;54316;Rheinland-Pfalz
Lampertheim;68623;Hessen
Lampertswalde;1561;Sachsen
Lamsfeld-Groß Liebitz;15913;Brandenburg
Lamspringe;31195;Niedersachsen
Lamstedt;21769;Niedersachsen
Lancken;19372;Mecklenburg-Vorpommern
Lancken-Granitz;18586;Mecklenburg-Vorpommern
Landau;76829;Rheinland-Pfalz
Landau;94405;Bayern
Landeck;79312;Baden-Württemberg
Landensberg;89361;Bayern
Landesbergen;31628;Niedersachsen
Landgemeinde;6528;Sachsen-Anhalt
